,size,storage,entropy,codec,level,compress,decompress,dc_no_cache,ratio
147,large,sd,medium,bloscpack,9,43.56226976712545,2.2439345518747964,31.948393265406292,0.388586819375
148,large,sd,medium,npz,1,42.188502391179405,6.461498657862346,18.612082322438557,0.149745855
149,large,sd,medium,npy,0,105.10485506057739,0.5465683142344157,82.13225801785786,1.00000005
150,large,sd,medium,zfile,1,45.41224670410156,6.110616366068522,27.88995138804118,0.268128400625
151,large,sd,medium,zfile,3,45.46481895446777,6.079362392425537,27.517763296763103,0.263604894375
152,large,sd,medium,zfile,7,37.63006067276001,4.802428325017293,16.97032602628072,0.14974718
153,large,sd,high,bloscpack,1,105.38843131065369,0.679210344950358,0.0,1.000015765
154,large,sd,high,bloscpack,3,0.0,0.0,0.0,0.0
155,large,sd,high,bloscpack,7,0.0,0.0,0.0,0.0
156,large,sd,high,bloscpack,9,0.0,0.0,0.0,0.0
157,large,sd,high,npz,1,0.0,0.0,0.0,0.0
158,large,sd,high,npy,0,0.0,0.0,0.0,0.0
159,large,sd,high,zfile,1,0.0,0.0,0.0,0.0
160,large,sd,high,zfile,3,0.0,0.0,0.0,0.0
161,large,sd,high,zfile,7,0.0,0.0,0.0,0.0
